happy,1239-06-14 08:33:59,4,1,4,6,7,2,6,7
market,0729-08-26 17:54:01,8,7,6,8,6,3,6,2
mother,1566-08-25 03:37:06,4,3,3,2,8,1,6,9
however,0632-09-05 12:01:18,9,3,8,9,3,5,5,9
magazine,1485-01-30 16:57:56,6,5,4,8,6,4,2,5
while,1617-05-12 01:52:38,8,4,4,3,8,3,3,4
suddenly,1552-10-05 16:41:57,4,6,3,3,3,7,3,4
since,1239-04-17 15:10:45,7,5,6,6,3,6,3,6
middle,0287-08-21 22:50:33,9,3,1,6,9,2,1,8
join,1262-05-05 13:41:40,4,2,8,4,4,3,4,8
wind,0197-07-07 22:02:06,7,5,2,6,5,1,5,7
available,1732-06-22 22:22:54,1,7,1,2,1,2,8,6
gas,0308-07-29 14:03:55,8,2,2,3,4,8,7,4
until,0575-02-26 13:58:48,4,9,5,6,4,6,2,1
high,0668-07-08 21:39:18,7,9,1,3,9,5,8,6
young,0977-04-21 16:15:36,7,4,1,2,7,2,5,6
job,1171-02-17 02:42:59,3,3,7,4,1,8,3,6
character,1022-05-11 11:10:26,9,6,7,8,9,5,5,2
though,0937-07-05 13:07:19,7,3,2,8,5,9,9,9
continue,1276-12-14 05:49:51,6,4,2,7,1,8,2,9
size,1837-12-17 08:39:06,9,7,3,4,5,9,7,5
ask,0174-02-21 15:19:12,3,6,6,2,4,6,3,6
leg,2014-09-19 22:54:49,6,7,7,5,2,1,9,5
expect,0617-03-03 07:25:34,8,8,4,7,5,2,2,1
involve,1563-09-04 07:00:31,1,3,4,7,1,1,4,5
finally,0536-04-30 23:49:43,1,2,7,9,6,1,1,5
rest,1877-08-12 17:26:59,2,5,7,5,7,6,2,7
buy,1454-07-26 04:33:47,1,3,1,5,5,6,3,7
blue,0106-10-17 12:00:20,1,7,8,5,9,3,5,8
western,1948-07-17 08:45:40,4,2,4,3,9,6,6,4
around,1420-09-05 15:50:34,7,7,6,7,6,3,4,6
too,0807-09-21 21:29:42,7,7,1,6,1,5,2,4
nation,1062-12-09 06:17:01,4,1,2,4,5,7,4,1
want,0360-09-13 23:51:21,4,2,9,6,7,1,2,6
open,1206-08-26 04:00:45,5,7,2,8,9,5,2,3
how,1715-11-20 03:58:48,6,8,1,8,1,1,2,6
success,1740-01-04 16:26:57,5,2,5,9,2,4,9,6
student,0034-11-11 16:11:37,7,3,9,3,1,5,9,7
really,1366-03-14 03:47:56,8,6,7,1,3,3,6,1
to,0602-12-08 19:40:12,2,7,8,6,4,7,8,5
summer,1999-08-26 05:29:26,8,2,6,4,7,3,6,7
yes,0310-07-11 22:25:37,4,6,9,9,6,9,4,4
up,1089-10-03 20:27:53,4,1,5,7,1,9,2,2
learn,1116-07-10 11:58:35,4,2,1,1,3,9,9,8
task,1714-05-15 09:53:26,8,4,5,4,4,7,5,6
military,0729-05-10 04:55:59,4,9,9,7,7,2,8,6
letter,1412-06-01 07:47:53,2,3,1,3,7,9,1,1
discussion,1630-07-24 13:02:15,7,2,5,7,9,5,5,9
agree,1251-08-13 21:57:09,7,9,1,7,6,3,8,9
certain,1702-11-04 00:57:34,3,3,5,3,4,5,8,7
as,1306-04-20 16:44:47,1,5,1,1,6,2,8,9
